"CUST_ITEM_CF_HAIR_MED": "OFF THE SHOULDER"
"CUST_ITEM_CM_IMPM_EYES_M_SUNGLASSES": "KABANA SUNGLASSES"
"PLAYER_MORPH_MOUTH_SHAPE_TEXT": "MOUTH SHAPE"
"CUST_TATTOO_RFORARM_8": "ARMED AND DANGEROUS"
"CUST_TATTOO_UPPBACK_7": "DRAMATIS PERSONAE"
"CUST_COMP_FACE_MOLE_9": "MOLE 9"
"LOCALIZE_NONE": "NONE"
"RALLY_2": "RALLY 2"
"MALE_EMACIATED": "MALE EMACIATED"
"LOGO_VIRAL_1": "VIRAL 1"
"CUST_VARIANT_2STRIPE": "TWO STRIPES"
"CUST_VARIANT_SMALL_STRIPE": "THIN STRIPES"
"CUST_VARIANT_STEEL": "STEEL"
"SLOT_ROOF_LIGHTS": "ROOF LIGHTS"
"DARK_ORANGE": "DARK ORANGE"
"CUST_ITEM_FEMALE_LL_UNDWEAR_1": "NEON JUNGLE"
"COLOR_SLOT_PAINT_1_AND_PAINT_3": "PAINT 1 AND PAINT 3"
"CUST_VARIANT_PLATINUM": "PLATINUM"
"CUST_SKIN_OILED_2": "OILED ASIAN 1"
"PLAYER_MORPH_EYE_SIZE_TEXT": "EYE SIZE"
"PLAYER_MORPH_BOTTOM_LIP_MIDDLE_SIZE_TEXT": "BOTTOM LIP MIDDLE SIZE"
"RIM_SPORTS": "SPORTS"
"CUST_ITEM_CF_NLMD_FOOT_F_CANVASSHOES": "RAWK CANVAS SHOES"
"CUST_ITEM_CM_LPG_MASK_M_MASKLAMB": "LAMB MASK"
"CUST_INSULT_J": "BBBJ"
"CUST_TATTOO_LCALF_6": "TRIBESMAN"
"VEHICLE_COLOR_INSANE_RED": "INSANE RED"
"CUST_ITEM_FEMALE_NLM_EARRINGS_4": "NEED TO BLEED EARRINGS"
"CUST_ITEM_FEMALE_LETSPRETEND_OUTFIT_G": "SEXY COWGIRL"
"CUST_ITEM_CM_LPE_LBDY_M_MPANTS": "BATTALION PANTS"
"CUST_ITEM_CM_LLA_UBDY_M_GIMPSHIRT": "NAUGHTY BOY SHIRT"
"CUST_ITEM_CM_PSG_FOOT_M_SNEAKERS": "KICKS"
"CUST_COMPLIMENT_E": "THE AMIGO"
"PLAYER_MORPH_BODY_FAT_TEXT": "FATNESS"
"PLAYER_MORPH_SKULL_TOP_HEIGHT_TEXT": "SKULL TOP HEIGHT"
"CUST_COLOR_CLOTHING_GREYS_4": "GREY 4"
"CUST_WPN_UPGRADE_DESC_GRENADE_FLASHBANG_3": "Throw farther."
"CUST_GANG_NINJA": "NINJA"
"CUST_COMP_CHEEK_MAKEUP_2": "SUPERMODEL"
"COMPONENT_ADD_REINFORCED_BUMPER": "REINFORCED BUMPER"
"CUST_ITEM_CF_HAIR_SPACEGIRL": "THE SCI-FI"
"CUST_ITEM_CF_IMPN_FOOT_F_SANDALS": "SKY HIGH HEELS"
"CUST_TATTOO_UPPER_LEG_LEFT": "UPPER LEFT LEG"
"PLAYER_MORPH_SKULL_TOP_ELEVATION_TEXT": "SKULL TOP HEIGHT"
"CUST_ITEM_FEMALE_NLM_OUTFIT_D": "INDIE KID"
"CUST_ITEM_CF_LPG_LBDY_F_SHORTSCHAPS": "SEXY COWGIRL"
"CUST_ITEM_CM_LLN_LBDY_M_WLPANTS": "DISCO DIVA PANTS"
"CUST_ITEM_CM_LLB_FOOT_M_LTHRBOOTS": "BONDAGE LEATHER BOOTS"
"CUST_COMP_EYE_MAKEUP_6": "A LITTLE ON TOP"
"LOGO_NUMBER4": "NUMBER 4"
"LOGO_SKEETERS_2": "SKEETERS 2"
"CUST_ITEM_CF_LLI_UBDY_F_TUBETOP": "TUBE TOP"
"CUST_VARIANT_SPORT_SHOE": "SPORT SHOE"
"CUST_ITEM_FEMALE_LL_UNDWEAR_5": "SHOW YOU MY LOVE G STRING"
"CUST_VOICE_FEMALE_ASIAN": "FEMALE 1"
"CUST_WPN_UPGRADE_DESC_RIFLE_STAG_3": "Increase rate of fire. Extended barrel helps counter increased recoil."
"CUST_TATTOO_UPPBACK_3": "SPACE GANGSTER"
"COLOR_SLOT_PAINT_1_AND_RIMS_2": "PAINT 1 AND RIMS 2"
"CUST_TATTOO_LOWBACK_1": "REMEMBER THE FALLEN"
"CUST_COLOR_FLESH_1": "FLESH 1"
"CUST_VARIANT_ULTORSHIRT": "ULTOR"
"CUST_WEAR_LOW_LEFT_ZIPPED_RIGHT_ROLLED": "RIGHT ROLLED, LOW"
"RIM_SET_007": "RIM SET 7"
"VEHICLE_PAINT_MILITARY": "MILITARY"
"COMPONENT_OPTION_5": "OPTION 5"
"LOGO_DOGFIGHT": "Dog Fight!"
"CUST_VARIANT_BALD": "BALD"
"CUST_ITEM_CM_DECKERSUIT": "THE DECKER"
"CUSTOM_WALK_6": "DEFAULT MALE 2"
"CLOTHES_BRANDED": "BRANDED"
"CUST_COMP_EYE_MAKEUP_11": "DARK LINER"
"CUST_VARIANT_SKIRTC": "STYLE 1"
"CUST_VARIANT_TRICOLOR": "TRI-COLOR"
"CUST_VARIANT_SUEDESUEDE": "SUEDE"
"CUST_ITEM_CM_FPIC_SETB": "RIGHT BROW STUD AND NOSE STUD"
"PLAYER_MORPH_EAR_LONGITUDE_TEXT": "EAR LONGITUDE"
"CUST_WPN_UPGRADE_DESC_SPECIAL_STRIKE_3": "Target faster and hold more ammo."
"CUST_TATTOO_NECK_5": "TEDDY BEAR"
"CUST_WEAR_LOW_BOTH_ROLLED": "BOTH ROLLED, LOW"
"CUST_ITEM_IMPRESSIONS_FEMALE_N": "MOD STYLE"
"CUST_ITEM_CM_HAIR_SIDEPARTMED1": "SHORT AND LEFT"
"CUST_OPACITY_SLIDER": "OPACITY"
"CUST_MORPH_CAT_BROW": "BROW"
"LETS_PRETEND_NAME": "LET'S PRETEND"
"CUST_COMP_FACE_MAKEUP_5": "CAN'T SLEEP"
"CUST_VARIANT_PIMPCOAT_LEOPARD2": "LEOPARD 2"
"CUST_ITEM_CM_NECK_LL_HEART": "PROMISE NECKLACE"
"CUST_ITEM_CM_HAIR_COMBOVER": "THE MONK"
"CUST_ITEM_CM_LLO_LBDY_M_SBLPANTS": "POCKET ROCKET PANTS"
"CUST_ITEM_DANE_S_HAIR": "BUTTERFLY CLIP"
"CUST_SKIN_HISPANIC_05": "HISPANIC 5"
"CUST_TATTOO_RHAND_5": "LOVE MACHINE"
"LOGO_SHARKS_TEXT_2": "SHARKS TEXT 2"
"CUST_VARIANT_FISHNET_1": "FISHNET 1"
"CUST_ITEM_CM_NECK_FLEURDELIS": "SAINTS FLEUR CHAIN"
"CUST_ITEM_CM_CNC_HAT_M_CAP": "CROOKS & CASTLES BASEBALL CAP"
"CUST_ITEM_CF_LLI_FOOT_F_STUDDEDHEALS": "REBEL SANDALS"
"CUST_ITEM_CM_HAIR_SIDESPIKED": "ANIME"
"CUST_RONIN_COMPLIMENT_B": "RONIN COMPLIMENT 2"
"PLAYER_MORPH_BROW_ARCH_TEXT": "BROW ARCH"
"CUST_COLOR_CLOTHING_VIOLET-RED_4": "VIOLET RED 4"
"CUST_COLOR_CLOTHING_BROWNS_5": "BROWN 5"
"Component_Paint": "PAINT ALL"
"COMPONENT_DECAL_7": "DECAL 7"
"CUST_WEAR_HIGH": "HIGH"
"CUST_RACE_BLACK": "BLACK"
"CUST_SKIN_BLACK_02": "AFRICAN AMERICAN 2"
"PLAYER_MORPH_CHIN_ELEVATION_TEXT": "CHIN ELEVATION"
"CUST_COLOR_CLOTHING_YELLOW-ORANGE_8": "YELLOW ORANGE 8"
"CUST_TATTOO_FACE_2": "WHEN SAINTS CRY"
"CUST_VARIANT_BABYT": "BABY-T"
"CUST_ITEM_CM_POLICESUIT": "SPD UNIFORM"
"CUST_SKIN_PURPLE_1": "DEEP PURPLE"
"CUSTOM_WALK_12": "GANGSTA LEAN"
"PLAYER_MORPH_NECK_BACK_DEPTH_TEXT": "NECK BACK DEPTH"
"CUST_WPN_UPGRADE_DESC_SHOTGUN_GANG_2": "Increase the size of your clips. Add a second barrel for more damage."
"COMPONENT_OPTION_10": "OPTION 10"
"CUST_VARIANT_MATERIAL_4": "CUST_VARIANT_MATERIAL#4"
"CUST_VARIANT_BIKER_1": "BIKER 1"
"CUST_ITEM_FEMALE_PS_EARRINGS_4": "PLANET SAINTS HOOPS"
"CUST_ITEM_CF_LPG_UBDY_F_SHIRT": "COWGIRL STYLE"
"CUST_ITEM_CF_PSG_LBDY_F_GFXJEANS": "TRUE FIT JEANS"
"CUST_COMPLIMENT_M": "THE NINJA"
"COMPONENT_LOW_PROFILE": "LOW PROFILE"
"LOGO_MIX": "THE MIX 107.77"
"CUST_VARIANT_2_COLOR": "TWO COLOR"
"CUST_VARIANT_STRIPES_4": "STRIPES 4"
"CUST_VARIANT_SOLID": "SOLID"
"CUST_WEAR_BACK RIGHT": "BACK RIGHT"
"CUST_WPN_UPGRADE_DESC_SMG_GANG_3": "Suppressor increases damage and reduces recoil."
"CUST_TATTOO_RCALF_1": "ANCHORED DOWN"
"CUST_TATTOO_LARM_6": "CAUGHT IN THE WEB"
"CUST_TATTOO_LUPPARM_4": "SNAKE CHARMER"
"VEHICLE_PAINT_PRECIOUS_METAL": "PRECIOUS METAL"
"HAIR_COLOR_BRUNETTE_MATTE": "BRUNETTE MATTE"
"HAIR_COLOR_AUBURN_MATTE": "AUBURN MATTE"
"HAIR_COLOR_WHITE": "WHITE"
"CUST_VARIANT_BLOOD": "BLOOD"
"CUST_ITEM_CF_IMPR_UBDY_F_SHIRTLOW": "HILLS MAGICIAN VEST"
"CUST_ITEM_FEMALE_NLM_UNDWEAR_2": "PARTY TIME THONG"
"CUST_ITEM_CM_NLMD_EAR_M_EARRING": "STYLISH PUNK EARRINGS"
"LOGO_420": "103.6 Four 20"
"CUST_VARIANT_MATERIAL__17": "CUST_VARIANT_MATERIAL_#17"
"CUST_ITEM_CM_HAIR_RECEDINGPEAK": "FEATHERED CAP"
"CUST_INSULT_B": "DANIEL-SAN"
"PLAYER_MORPH_LOBES_SIZE_TEXT": "LOBE SIZE"
"VEHICLE_COLOR_KABUKI_RED": "KABUKI RED"
"CUST_ITEM_CM_IMPM_LBDY_M_SHORTS": "KABANA SHORTS"
"CUST_CHOOSE_CHARACTER": "CUSTOMIZE CHARACTER"
"PLAYER_MORPH_EYELID_LOOK_TEXT": "EYELID LOOK"
"CUST_TATTOO_RFORARM_4": "STONE COLD"
"CUST_COMP_FACE_MOLE_5": "MOLE 5"
"COLOR_SLOT_PAINT_AND_TRIM": "PAINT AND TRIM"
"FEMALE_OVERWEIGHT": "FEMALE OVERWEIGHT"
"CUST_SKIN_GREY_5": "ONYX"
"RIM_DEEP_DISH": "DEEP DISH"
"SLOT_HUBCAPS_REAR": "REAR HUBCAP"
"SLOT_WINDOW_TINT": "WINDOW TINT"
"BRIGHT_BLUE": "BRIGHT BLUE"
"HAIR_Black": "BLACK"
"LOGO_SRAIR": "SR AIR"
"PLAYER_CREATION_PRESET_BLACK": "AFRICAN AMERICAN"
"VEHICLE_COLOR_CHROME": "CHROME"
"RIM_185": "V-F 604"
"SLOT_WEAPON_2": "WEAPON 2"
"LOGO_CARDS": "CARDS"
"CUST_ITEM_CF_DLC_SPACE_OUTFIT": "SPACE PRINCESS"
"CUST_ITEM_CF_IMPR_UBDY_F_JSHIRT": "HILLS CASUALWEAR"
"CUST_COLOR_CLOTHING_ORANGE_7": "ORANGE 7"
"CUST_WPN_UPGRADE_DESC_GRENADE_MOLOTOV_4": "Increase damage."
"CUST_COMP_EYE_MAKEUP_19": "BRIGHT-EYED"
"CUST_ITEM_CM_NLMC_RWRST_M_WRISTBANDS": "RAVE X GLOWSTICK BRACELET"
"CUST_ITEM_CM_LLA_HAT_M_GIMPMASK": "SAFEWORD SPECIAL"
"PLAYER_MORPH_BODY_MUSCLE_TEXT": "MUSCULARITY"
"PLAYER_MORPH_LUMINOSITY_TEXT": "LUMINOSITY"
"HAIR_SALON_NAME_SHEAR": "SHEAR INTENSITY"
"LOGO_STEER": "HEAVEN'S HELPERS"
"CUST_VARIANT_SMOKED": "TINTED VISOR"
"CUST_ITEM_CF_NLMB_RWRST_F_WRISTBAND": "ANARCHIST BAND"
"CUST_COMPLIMENT_APPROVAL": "APPROVAL"
"CUST_VOICE_MALE_WHITE": "MALE 1"
"COLOR_SLOT_MECHANICAL": "MECHANICAL"
"COMPONENT_DECAL_10": "DECAL 10"
"CUST_VARIANT_THICKSTRIPES": "THICK STRIPES"
"CUST_VARIANT_ZEBRA": "ZEBRA"
"CUST_ITEM_CM_IMPB_UBDY_M_JTURTLENECK": "DINNER IN PARIS"
"CUST_ITEM_CF_NLMH_LWRST_F_WRISTBANDS": "PARTY TIME BRACELETS"
"CUST_ITEM_CF_HAIR_M_LONGUP-01": "VINTAGE UPDO"
"CUST_SKIN_GREEN_5": "COOL MINT GREEN"
"PLAYER_MORPH_LOWER_LIP_SIDES_ELEVATION_TEXT": "LOWER LIP SIDE HEIGHT"
"CUST_WEAR_NORMAL_EXTRA_HIGH_SUSPENDERS": "NORMAL, EXTRA HIGH, SUSPENDERS"
"CUST_ITEM_CF_PSB_LBDY_F_SHORTSHORTS": "HOOCHIE SHORTS"
"CUST_SKIN": "SKIN"
"PLAYER_MORPH_CHEEKBONE_HEIGHT_TEXT": "CHEEKBONE HEIGHT"
"CUST_TATTOO_LHAND_2": "LIVE OR..."
"CUST_VARIANT_PATTERN_2_DECALS": "STYLE 2 W/DECALS"
"CUST_VARIANT_DEFAULT": "DEFAULT"
"CUST_ITEM_BANDANA_1": "THE BANDIT"
"CUST_MOVEMENT_TAUNT": "TAUNT"
"PLAYER_CREATION_MENU_1": "PRESETS"
"CUST_COLOR_CLOTHING_YELLOW_GREEN_5": "YELLOW GREEN 5"
"CUST_TATTOO_CHEST_6": "OPEN WIDE"
"VEHICLE_PAINT_GANG_SAINTS": "SAINTS"
"DARK_RED": "DARK RED"
"LEVEL_3": "LEVEL 3"
"LOGO_SPELUNKER_1": "SPELUNKER'S"
"CUST_ITEM_CM_IMPB_UBDY_M_JLOWSHIRT": "DRESSED UP IN CASHMERE"
"CUST_ITEM_FEMALE_LL_EARRINGS_3": "STRIPED DANGLES"
"CUST_GANG_STRIPPER": "STRIPPER"
"VEHICLE_PAINT_METAL": "METAL"
"LOGO_WONDERMART_1": "WONDERMART 1"
"CUST_WEAR_TUCKED_HIGH_PANT_NO_SUSPENDERS": "TUCKED, HIGH PANTS"
"CUST_FINE_TUNING": "FACE"
"PLAYER_MORPH_JAW_SPACING_TEXT": "JAW SPACING"
"PLAYER_MORPH_EYE_ELEVATION_TEXT": "EYE ELEVATION"
"CUST_COLOR_CLOTHING_ORANGE_3": "ORANGE 3"
"SLOT_RIMS": "RIMS"
"PLAYER_MORPH_NECK_BACK_WIDTH_TEXT": "NECK BACK WIDTH"
"CUST_COMP_MALE_EYEBROWS_4": "UNIBROW"
"VEHICLE_PAINT_OPAQUE_PAINT": "OPAQUE PAINT"
"COMPONENT_OPTION_9": "OPTION 9"
"CUST_VARIANT_BIG_DIAMONDS": "BIG DIAMONDS"
"CUST_ITEM_MALE_PLANETSAINTS_BRIEFS_1": "SAINTS BRIEFS"
"CUST_SKIN_GREEN_1": "JOLLY GREEN GUY"
"CUST_RONIN_TAUNT_D": "RONIN TAUNT 4"
"PLAYER_MORPH_JOWLS_ELEVATION_TEXT": "JOWL HEIGHT"
"WARDROBE_CONTROL_WEAR": "WEAR"
"VEHICLE_PAINT_TRICKED_METALLIC": "TRICKED METALLIC"
"COLOR_SLOT_INTERIOR_AND_SOFTTOP": "INTERIOR AND SOFTTOP"
"CUST_ITEM_CM_IMPL_UBDY_M_JSHIRT": "MOD MALE WITH SHIRT"
"CUST_COLOR_CLOTHING_YELLOW-ORANGE_4": "YELLOW ORANGE 4"
"CUST_TATTOO_LHAND_6": "HEARTBROKEN"
"CUST_COLOR_INDIGO_2": "INDIGO 2"
"CUST_COLOR_PURPLE_3": "PURPLE 3"
"CUST_VARIANT_MATERIAL__16__14_DEFAULT": "CUST_VARIANT_MATERIAL_#16_(14_DEFAULT)"
"CUST_WEAR_CLOSED": "CLOSED"
"CUST_WEAR_LOW_LEFT_UNZIPPED_RIGHT_UNZIPPED": "BOTH UNZIPPED, LOW"
"CUST_ITEM_LEATHER_LACE_FEMALE_R": "OKTOBERFEST GIRL"
"CUST_MENU_PRESETS": "PRESETS"
"CUST_MORPH_CAT_MOUTH": "MOUTH"
"PLAYER_MORPH_BODY_TEXT": "BODY"
"CUST_COLOR_CLOTHING_VIOLET-RED_8": "VIOLET RED 8"
"CUST_COLOR_CLOTHING_BROWNS_9": "BROWN 9"
"PAINT_1": "PAINT 1"
"MALE_SLENDER": "MALE SLENDER"
"CUST_VARIANT_DRAGON_BOWTIE": "DRAGON"
"CUST_VARIANT_CANVAS": "CANVAS"
"CUST_WEAR_U": "U"
"CUST_ITEM_CM_IMPE_UBDY_M_SHIRT": "SOUTH BEACH SHIRT"
"CUST_ITEM_CF_LPH_FOOT_F_CLSHOES": "GO TEAM! SHOES"
"CUST_CAT_NOT_FOR_DEMO": "NOT FOR DEMO"
"CUST_COLOR_CLOTHING_YELLOW_GREEN_1": "YELLOW GREEN 1"
"CUST_TATTOO_CHEST_2": "LUCKY DRAGON"
"COLOR_SLOT_GRILL": "GRILL"
"CUST_VARIANT_NEW_EYES": "NEW EYES"
"CUST_ITEM_CF_NLMC_UBDY_M_SHIRT": "DARK SIDE SHIRT"
"CUST_ITEM_CM_NLMC_FOOT_M_SHOES": "RAVE X SNEAKERZ"
"CUST_ITEM_CF_IMPQ_FOOT_F_LATEXHEELS": "DIVA HEELS"
"STORE_WEAPON_AMMO": "BUY AMMO/GRENADES"
"CUST_COMP_FACE_BANDAGE_1": "NOSE BANDAGE"
"CUST_COMP_FACE_MAKEUP_9": "BLACK EYE RIGHT"
"VEHICLE_COLOR_ALUMINUM": "ALUMINUM"
"VEHICLE_PAINT_TIRE_TREAD": "TIRE TREAD"
"SLOT_TIRE_DURABILITY_DESC": "Upgrade your tires to avoid getting a blowout at an embarrassing moment."
"CUST_ITEM_FEMALE_IMPRESSIONS_EARRINGS_4": "GEM EARRINGS"
"PLAYER_CREATION_MENU_5": "BODY"
"CUST_COLOR_CLOTHING_GREYS_8": "GREY 8"
"DARK_INDIGO": "DARK INDIGO"
"CUST_VARIANT_POCKET": "POCKET"
"CUST_ITEM_CF_LPC_MASK_F_FEMHEROMASK": "SUPER HEROINE MASK"
"CUST_CAT_LEFT_WRIST": "LEFT WRIST"
"CUST_TATTOO_HAND_LEFT": "LEFT HAND"
"PLAYER_MORPH_EAR_ELEVATION_TEXT": "EAR ELEVATION"
"VEHICLE_COLOR_ACTIVE_RED": "ACTIVE RED"
"CUST_VARIANT_SHOE": "CANVAS"
"CUST_WEAR_HIGH_LEFT_ROLLED_RIGHT_UNZIPPED": "L. Rolled, R. Unzipped, High"
"CUST_ITEM_CM_IMPO_LBDY_M_PANTS": "PREPPY SLACKS"
"CUST_ITEM_FEMALE_MURDERBRAWL_OUTFIT": "THREE COUNT SUIT FEMALE"
"CUST_COMPLIMENT_I": "GIDDEE UP!"
"VEHICLE_COLOR_FRESH_PLUM_PURPLE": "FRESH PLUM PURPLE"
"VEHICLE_COLOR_PURPLE_DARK_TINT": "PURPLE DARK TINT"
"Gray": "GRAY"
"CUST_VARIANT_DIAMONDS": "SMALL DIAMONDS"
"CUST_ITEM_CM_FPIC_EYEBRIGHT": "EYEBROW RING RIGHT"
"CUST_ITEM_CM_HAIR_SHORTAFRO": "TAMED FRO"
"CUST_INSULT_F": "#FIAJ"
"PLAYER_MORPH_MOUTH_BITE_TEXT": "MOUTH BITE"
"CUST_WPN_UPGRADE_DESC_EXPLOSIVE_RPG_3": "Increase damage."
"CUST_WPN_UPGRADE_DESC_RIFLE_NG_2": "Increase burst size."
"CUST_TATTOO_RCALF_5": "CROSS TO BEAR"
"CUST_TATTOO_LARM_2": "BRINGER OF DEATH"
"CUST_COMP_FEMALE_EYEBROWS_2": "TAPERED BACK"
"CUST_ITEM_CM_PSC_EYES_M_HPSGLASS": "HIPSTER SHADES"
"CUST_PRESET_DESTRUCT_WARNING_TEXT": "Choosing a Preset reverts all other changes you've made and you will lose all previous changes.\n\nContinue?"
"CUST_SECONDARY_COLOR": "SECONDARY COLOR"
"CUST_WPN_UPGRADE_DESC_SMG_STORM_4": "Armor-piercing bullets do more damage and pass through armor."
"CUST_COMP_FACE_MOLE_1": "MOLE 1"
"VEHICLE_COLOR_DUST_RED": "DUST RED"
"VEHICLE_COLOR_MINT_CHAR_GREEN": "MINT CHAR GREEN"
"CUST_WEAR_NORMAL_EXTRA_HIGH": "NORMAL, EXTRA HIGH"
"CUST_ITEM_CM_PSD_FOOT_M_HIPSNEAKERS": "KOALA KIKS"
"CUST_SKIN_GREY_1": "ALABASTER"
"FACIAL_EXPRESSION_SMARMY": "SMARMY "
"PLAYER_MORPH_EARS_YAW_TEXT": "EAR OPENNESS"
"PLAYER_MORPH_NOSTRIL_WIDTH_TEXT": "NOSTRIL WIDTH"
"VEHICLE_PAINT_GANG_BROTHERHOOD": "BROTHERHOOD"
"SLOT_HOOD": "HOODS"
"CUST_ITEM_MALE_NLM_OUTFIT_B": "THE EX-CON"
"CUST_ITEM_CM_LPC_HAND_M_HEROGLOVES": "STEELPORT HERO GLOVES"
"CUST_WPN_UPGRADE_DESC_RIFLE_GANG_3": "Increase rate of fire and the size of your clips. "
"RIM_181": "SD WGM TY"
"LOGO_NUMBER8": "NUMBER 8"
"LOGO_GHOST_1": "GHOST 1"
"CUST_BRO_TAUNT_D": "BROTHERHOOD TAUNT 4"
"PLAYER_MORPH_UPPER_LIP_EDGES_LENGTH_TEXT": "UPPER LIP EDGES LENGTH"
"PLAYER_MORPH_EYELID_SLANT_TEXT": "EYELID SLANT"
"VEHICLE_COLOR_SATIN_BRIGHT_WHITE": "SATIN BRIGHT WHITE"
"CUST_ITEM_FEMALE_NLM_OUTFIT_H": "HIPPIE RAVER"
"CUST_COLOR_CLOTHING_VIOLET_7": "VIOLET 7"
"CUST_WEAR_TATTOO_BAND_B": "BAND 2"
"CUST_WEAR_RIGHT_ROLLED_LOW": "RIGHT ROLLED, LOW"
"CUST_ITEM_CM_SUIT_M_CYBERAVATAR": "CYBER SAINT"
"CUST_ITEM_MALE_LETSPRETEND_OUTFIT_H": "MASTER OF THE SEAS"
"CUST_BODY_HAIR": "BODY HAIR"
"CUST_COLOR_CLOTHING_YELLOWS_4": "YELLOW 4"
"CUST_TATTOO_RUPPARM_4": "8-BIT GAT"
"SLOT_TRIM_COLOR": "TRIM COLOR"
"CUST_ITEM_CF_NLMB_LWRST_F_WRISTBAND": "ANARCHY BANGLE"
"Brunette": "BRUNETTE"
"LOGO_HORSE": "HORSE"
"LOGO_SAW": "CHAINSAW"
"CUST_VARIANT_FLAT_TOP_DESIGN_A": "FLAT TOP DESIGN A"
"CUST_ITEM_CM_IMPL_UBDY_M_JSCARF": "T-ROY STYLE"
"CUST_ITEM_FEMALE_LL_BRA_3": "TOUCH MY HEART"
"CUST_VOICE_MALE_LATINO": "MALE 3"
"CUST_VARIANT_GANG_CAMO": "GANG CAMO"
"CUST_ITEM_CM_NLMA_LBDY_M_SPPANTS": "STEAMPUNK FIGHTER"
"PLAYER_CREATION_PRESET_MALE": "MALE"
"CUST_WPN_UPGRADE_DESC_PISTOL_POLICE_2": "Increase the size of your clips.  "
"CUST_COMP_MUSTACHE_26": "THE SPANIARD"
"RIM_177": "SD RZ245"
"CUST_ITEM_FEMALE_PLANETSAINTS_OUTFIT_D": "BEACH BUM"
"CUST_ITEM_FEMALE_PS_UNDWEAR_2": "SCANDALOUS SAINTS THONG"
"CUST_ITEM_CM_LLK_LBDY_M_BOXERS": "JUST WOKE UP"
"STRONGHOLD_CUSTOMIZATION": "STRONGHOLD CUSTOMIZATION"
"TATTOO_STORE_TITLE": "RUSTY'S NEEDLE"
"CUST_TATTOO_LFORARM_4": "CONCEALED WEAPON"
"COLOR_SLOT_SOFTTOP": "SOFTTOP"
"SLOT_LIGHTS": "LIGHTS"
"CUST_VARIANT_TRI_COLOR": "TRI-COLOR"
"CUST_ITEM_CM_DLC_RING_M_PIMPSET": "Z STYLE BLING"
"CUST_ITEM_CM_FPIC_EYEBLEFT": "EYEBROW RING LEFT"
"CUST_ITEM_CM_IMPB_LBDY_M_DRESSPANTS": "SNAZZY PANTS"
"CUST_ITEM_MALE_PLANETSAINTS_OUTFIT_E": "STREET SMART"
"BRIGHT_PURPLE": "BRIGHT PURPLE"
"LOGO_8BALL": "8 BALL"
"CUST_VARIANT_SPORT_SHORTS_1": "STYLE 2"
"CUST_VARIANT_ARGYLE": "ARGYLE"
"CUST_TATTOO_RARM_6": "CAUGHT IN THE WEB"
"RIM_152": "LUMINATI"
"CUST_ITEM_CM_NLMA_FOOT_M_SPBOOTS": "STEAMPUNK BOOTS"
"CUST_ITEM_PLAIN_WHITE_TEE": "TEE SHIRT"
"CUST_ITEM_CM_PSF_UBDY_M_SAINTSJERSEY": "TEAM SAINTS JERSEY"
"CUST_TATTOO_TORSO_UPPER_BACK": "UPPER BACK"
"Paint": "PAINT"
"LOGO_GIRL_1": "GIRL 1"
"CUST_VARIANT_10_DEFAULT": "VARIANT 10"
"CUST_VARIANT_TIE_DYE_1": "TIE DYE 1"
"CUST_VARIANT_CMCOA_MSUNSHINE01": "NORMAL"
"CUST_WEAR_TATTOO_AZTEC_TURTLE": "AZTEC TURTLE"
"CUST_ITEM_MID_LENGTH_CHAIN_LOOPS_1": "HIP HOP JEANS"
"CUST_SHOES": "SHOES"
"CUST_TATTOO_ENTIRE_BACK": "ENTIRE BACK"
"PLAYER_MORPH_NOSE_SLOPE_TEXT": "NOSE SLOPE"
"CUST_SKIN_CAUCASIAN_01": "CAUCASIAN 1"
"CUST_MENU_MAKEUP": "MAKE-UP"
"CUST_WPN_UPGRADE_DESC_GRENADE_EXPLOSIVE_2": "Affect a larger area."
"CUST_TATTOO_STOMACH_3": "NATURE'S RAFT"
"CUST_COMP_MUSTACHE_5": "TOOTHBRUSH"
"VEHICLE_COLOR_TINT_20": "TINT 20%%"
"CUST_ITEM_CF_CLASSICUP": "DEBUTANTE"
"CUST_COMPLIMENT_V": "CLAP HANDS"
"PLAYER_MORPH_OLD_TEXT": "AGE PRESETS"
"CUST_COLOR_CLOTHING_VIOLET-BLUE_1": "VIOLET BLUE 1"
"LOGO_WASHINGTON": "WASHINGTON"
"CUST_GANG_ZOMBIE": "ZOMBIE"
"VEHICLE_COLOR_AMERICANA_RED": "AMERICANA RED"
"RIM_SET_016": "RIM SET 16"
"CUST_VARIANT_PATTERN_1_DECALS": "STYLE W/DECALS"
"CUST_FACIAL_EXP_SAINTLY": "SAINTLY"
"CUST_ITEM_WEAR_OPTIONS": "WEAR STYLE"
"CUST_COMP_FACE_BLOODY_FACE": "BEATEN"
"LOGO": "LOGO"
"CUST_COLOR_RED_3": "RED 3"
"CUST_ITEM_CF_IMPO_NECK_F_NECKLACE": "URBAN SAFARI NECKLACE"
"CUST_EYEWEAR": "EYEWEAR"
"CUST_FACIAL_FEATURES": "FEATURES"
"TATTOO_NAME": "RUSTY'S NEEDLE"
"CUST_TATTOO_RARM_2": "BRINGER OF DEATH"
"VEHICLE_PAINT_EXOTIC": "EXOTIC"
"RIM_156": "LX-19"
"SLOT_DECAL_8": "DECAL 8"
"SLOT_MISCELLANEOUS": "MISCELLANEOUS"
"CUST_VARIANT_FADE": "FADED"
"CUST_ITEM_CM_IMPB_UBDY_M_LOWSHIRT": "FITTED CASHMERE V NECK"
